arm_id,year,state_index,preceding_state_index,pathwise_marginal_delta_d_phi,cumulative_delta_from_baseline_d_phi,pathwise_marginal_delta_auroc,cumulative_delta_from_baseline_auroc,pathwise_marginal_delta_auprc,cumulative_delta_from_baseline_auprc,pathwise_marginal_delta_ks_statistic,cumulative_delta_from_baseline_ks_statistic,pathwise_marginal_delta_selection_rate,cumulative_delta_from_baseline_selection_rate,pathwise_marginal_delta_count_predicted_positive,cumulative_delta_from_baseline_count_predicted_positive
D6_ARM_003,2023,5,4,-0.0008063239348416289,-0.00468853585886287,-0.004498608069585797,-0.007864228387125305,-0.0023777019297642477,-0.006339354046403595,-0.009526726997126034,-0.012148265842473138,0.0,-0.00023905470937777467,0.0,-7.0
D6_ARM_003,2023,6,5,-0.00023389636615090033,-0.004922432225013771,-0.0008789490199722083,-0.008743177407097513,-0.002607160401327663,-0.008946514447731257,-0.0003438052692105731,-0.012492071111683711,-0.00017075336384126793,-0.0004098080732190426,-5.0,-12.0
D6_ARM_003,2023,7,6,-0.0005604274546426929,-0.005482859679656464,-0.0018754408922002641,-0.010618618299297777,-0.0009105102135166521,-0.00985702466124791,-0.004535264474541667,-0.01702733558622538,-0.00020490403660952108,-0.0006147121098285637,-6.0,-18.0
D6_ARM_003,2024,1,0,0.0015813025221155207,0.0015813025221155207,-0.0006431855019937149,-0.0006431855019937149,-0.0002285074087262362,-0.0002285074087262362,-0.0013482535431224574,-0.0013482535431224574,-6.181615874389576e-05,-6.181615874389576e-05,-2.0,-2.0
D6_ARM_003,2024,2,1,-0.005025803866533242,-0.0034445013444177218,-0.0003224964325208024,-0.0009656819345145173,0.00041773337624800844,0.00018922596752177223,-0.0017971475174827778,-0.003145401060605235,0.0,-6.181615874389576e-05,0.0,-2.0
D6_ARM_003,2024,3,2,0.0003605553404842157,-0.003083946003933506,-0.004529088087247057,-0.005494770021761575,-0.004252849774099038,-0.004063623806577266,-0.005111667991389457,-0.008257069051994692,-0.00015454039685973897,-0.00021635655560363473,-5.0,-7.0
D6_ARM_003,2024,4,3,8.946070519624209e-05,-0.002994485298737264,-0.0002944233695290066,-0.005789193391290581,-6.624300913415926e-05,-0.004129866815711425,-0.0018856166289868415,-0.010142685680981534,-3.090807937194788e-05,-0.0002472646349755826,-1.0,-8.0
D6_ARM_003,2024,5,4,-0.0006045116735443248,-0.0035989969722815887,-0.007317318848165555,-0.013106512239456136,-0.004566351627808191,-0.008696218443519615,-0.010170909357560709,-0.020313595038542243,-0.00015454039685973897,-0.0004018050318353216,-5.0,-13.0
D6_ARM_003,2024,6,5,-0.0005107911079260856,-0.004109788080207674,-0.001000650480438403,-0.01410716271989454,-0.0014023798417246158,-0.010098598285244231,0.003492257603769533,-0.01682133743477271,-0.00030908079371947837,-0.0007108858255547999,-10.0,-23.0
D6_ARM_003,2024,7,6,-0.0005731027370721288,-0.004682890817279803,-0.0027825794771856316,-0.01688974219708017,-0.0014943865819326274,-0.011592984867176859,-0.006152303105050938,-0.022973640539823648,-0.00012363231748779152,-0.0008345181430425915,-4.0,-27.0
D6_ARM_004,2022,1,0,-0.007134889007764591,-0.007134889007764591,-0.0003046944728422041,-0.0003046944728422041,0.0001598249145741415,0.0001598249145741415,-0.0005819774429292601,-0.0005819774429292601,3.642854540818197e-05,3.642854540818197e-05,1.0,1.0
D6_ARM_004,2022,2,1,-0.0008356448846936742,-0.007970533892458265,-0.0020894010982640543,-0.0023940955711062584,-0.003240169405477472,-0.0030803444909033306,-0.005351908916372217,-0.005933886359301477,-0.00029142836326545487,-0.0002549998178572729,-8.0,-7.0
D6_ARM_004,2022,3,2,0.0025191566596358943,-0.005451377232822371,-3.639833973401174e-05,-0.00243049391084027,-3.0358783501355235e-05,-0.003110703274404686,0.000761076194077781,-0.005172810165223696,0.0,-0.0002549998178572729,0.0,-7.0
D6_ARM_004,2022,4,3,-0.0019097346286714913,-0.007361111861493862,-0.018597769636458872,-0.021028263547299142,-0.006072911921019469,-0.009183615195424155,-0.019884977286512007,-0.025057787451735702,0.0002549998178572729,0.0,7.0,0.0
D6_ARM_004,2022,5,4,0.0004436879508167811,-0.006917423910677081,-0.01634499950170909,-0.03737326304900823,-0.012113756072159254,-0.02129737126758341,-0.03824190629181984,-0.06329969374355554,-0.00047357109030636384,-0.00047357109030636384,-13.0,-13.0
D6_ARM_004,2022,6,5,-0.004457063137856981,-0.011374487048534061,-0.0007586672377762893,-0.03813193028678452,0.0003962801161415397,-0.02090109115144187,-0.0039408325132982425,-0.06724052625685378,-3.642854540818197e-05,-0.0005099996357145458,-1.0,-14.0
D6_ARM_004,2022,7,6,-0.00010658764814939353,-0.011481074696683455,0.00013916947546566139,-0.03799276081131886,-0.0002494600359610466,-0.021150551187402916,0.0035930848214413835,-0.0636474414354124,3.642854540818197e-05,-0.00047357109030636384,1.0,-13.0
D6_ARM_004,2022,8,7,-0.0008379247326432337,-0.01231899942932669,-0.0004889191310069041,-0.038481679942325764,0.0003180459597739438,-0.020832505227628972,0.0027603559271434652,-0.060887085508268934,-3.642854540818197e-05,-0.0005099996357145458,-1.0,-14.0
D6_ARM_004,2022,9,8,-0.001930811349084959,-0.01424981077841165,-0.004540101642556138,-0.0430217815848819,-0.004451986021863696,-0.02528449124949267,-0.012543974452303375,-0.07343105996057231,-0.0001821427270409094,-0.0006921423627554552,-5.0,-19.0
D6_ARM_004,2023,1,0,-0.006848374328986577,-0.006848374328986577,7.98450721589683e-05,7.98450721589683e-05,0.0002057064312874779,0.0002057064312874779,0.0009767720138799119,0.0009767720138799119,3.4150672768253586e-05,3.4150672768253586e-05,1.0,1.0
D6_ARM_004,2023,2,1,0.0003116377914394123,-0.006536736537547164,-0.0022023948182234854,-0.002122549746064517,-0.002293492663221014,-0.002087786231933536,-0.0025838410652502253,-0.0016070690513703134,-0.00017075336384126793,-0.00013660269107301434,-5.0,-4.0
D6_ARM_004,2023,3,2,0.0015484817845752494,-0.004988254752971915,-3.347547725329747e-05,-0.0021560252233178145,0.0003380154475733643,-0.0017497707843601717,-0.0011825288076078855,-0.002789597858978199,-3.4150672768253586e-05,-0.00017075336384126793,-1.0,-5.0
D6_ARM_004,2023,4,3,-0.0013047209671042028,-0.006292975720076118,-0.024384906566212727,-0.026540931789530542,-0.006751348986898831,-0.008501119771259003,-0.04563614492692869,-0.04842574278590689,-0.00020490403660952108,-0.000375657400450789,-6.0,-11.0
D6_ARM_004,2023,5,4,-0.002405785226716332,-0.00869876094679245,-0.012000106561078194,-0.038541038350608736,-0.010545853387487647,-0.01904697315874665,-0.02367125218222521,-0.0720969949681321,-0.0005122600915238029,-0.0008879174919745919,-15.0,-26.0
D6_ARM_004,2023,6,5,0.0002715459604220524,-0.008427214986370397,-0.0016005651902637474,-0.040141603540872484,0.00016707972908694413,-0.018879893429659705,-0.000685376315391728,-0.07278237128352383,0.00010245201830476076,-0.0007854654736698312,3.0,-23.0
D6_ARM_004,2023,7,6,-0.003372932492840184,-0.011800147479210581,0.0004412495812489148,-0.03970035395962357,9.09648387556472e-06,-0.01887079694578414,0.0016453159201777479,-0.07113705536334608,0.0,-0.0007854654736698312,0.0,-23.0
D6_ARM_004,2023,8,7,0.000926927324155437,-0.010873220155055145,-0.001009300786459777,-0.040709654746083346,-0.000328244350974477,-0.019199041296758618,-0.0013937386202548252,-0.0725307939836009,-3.4150672768253586e-05,-0.0008196161464380848,-1.0,-24.0
D6_ARM_004,2023,9,8,-0.0028525598368613183,-0.013725779991916463,-0.011271958128539872,-0.05198161287462322,-0.008289230905926509,-0.027488272202685127,-0.02059845708723096,-0.09312925107083186,-0.00013660269107301434,-0.0009562188375110991,-4.0,-28.0
D6_ARM_004,2024,1,0,-0.006425008949115159,-0.006425008949115159,-0.00017479689070176718,-0.00017479689070176718,0.00017182093416034938,0.00017182093416034938,-0.001526409771662851,-0.001526409771662851,6.181615874389576e-05,6.181615874389576e-05,2.0,2.0
D6_ARM_004,2024,2,1,0.0013202535169037667,-0.005104755432211392,-0.0049196094738984675,-0.005094406364600235,-0.003178221051958585,-0.003006400117798236,-0.015864928058503258,-0.01739133783016611,-0.0002472646349755826,-0.00018544847623168685,-8.0,-6.0
D6_ARM_004,2024,3,2,0.0012885202020174163,-0.003816235230193976,-2.128235472853568e-06,-0.005096534600073088,-4.577873687292011e-05,-0.003052178854671156,0.0,-0.01739133783016611,-6.181615874389576e-05,-0.0002472646349755826,-2.0,-8.0
D6_ARM_004,2024,4,3,-0.0018928057252829578,-0.005709040955476934,-0.03545477242267314,-0.04055130702274623,-0.016077779215613902,-0.019129958070285058,-0.048077075075752485,-0.0654684129059186,9.272423811584364e-05,-0.00015454039685973897,3.0,-5.0
D6_ARM_004,2024,5,4,-0.001965091277521336,-0.00767413223299827,-0.015732375004834487,-0.05628368202758072,-0.011958047599672117,-0.031088005669957175,-0.03229841586069515,-0.09776682876661374,-0.00037089695246337413,-0.0005254373493231131,-12.0,-17.0
D6_ARM_004,2024,6,5,-8.346648002648376e-05,-0.007757598713024754,-0.0004459537351990672,-0.056729635762779784,-0.00036753743579961973,-0.031455543105756795,0.003546701141374675,-0.09422012762523907,0.0,-0.0005254373493231131,0.0,-17.0
D6_ARM_004,2024,7,6,-0.0034821634679264284,-0.011239762180951181,-2.5499535173834076e-05,-0.05675513529795362,0.00023408125023846593,-0.03122146185551833,-0.001519219609972866,-0.09573934723521194,3.090807937194788e-05,-0.0004945292699511652,1.0,-16.0
D6_ARM_004,2024,8,7,0.00023051748200633455,-0.011009244698944848,-0.0019748846473454096,-0.05873001994529903,-0.0002678802826419635,-0.03148934213816029,-0.004121573558896807,-0.09986092079410874,0.0,-0.0004945292699511652,0.0,-16.0
D6_ARM_004,2024,9,8,8.728103399753117e-05,-0.010921963664947316,-0.009552273870298889,-0.06828229381559792,-0.00822470928834329,-0.03971405142650358,-0.016297595055934755,-0.1161585158500435,-0.00015454039685973897,-0.0006490696668109042,-5.0,-21.0
