record_type,year,arm_id,feature,transform_family,transform_type,original_cardinality,terminal_cardinality,cardinality_reduction,nmi_y_before,nmi_y_after,delta_nmi_y,nmi_a_before,nmi_a_after,delta_nmi_a,post_state,category,state,n,outcome_positive_count,outcome_prevalence
category_state,2022,D6_ARM_003,empwrkft1_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,-1,before,11098.0,569.0,0.05127049918904307
category_state,2022,D6_ARM_003,empwrkft1_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,1,before,12379.0,888.0,0.071734388884401
category_state,2022,D6_ARM_003,empwrkft1_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,2,before,2956.0,234.0,0.07916102841677942
category_state,2022,D6_ARM_003,empwrkft1_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,-2,after,1018.0,79.0,0.07760314341846758
category_state,2022,D6_ARM_003,empwrkft1_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,1,after,23477.0,1457.0,0.06206074029901606
category_state,2022,D6_ARM_003,empwrkft1_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,2,after,2956.0,234.0,0.07916102841677942
feature_summary,2022,D6_ARM_003,empwrklsw1_a,Family_I,categorical_merge,3.0,2.0,1.0,0.0019243905876080145,0.00024330657241370462,-0.00168108401519431,0.058286150428465716,0.0004034401484630672,-0.05788271028000265,merged_categories,,,,,
category_state,2022,D6_ARM_003,empwrklsw1_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,-1,before,997.0,77.0,0.07723169508525576
category_state,2022,D6_ARM_003,empwrklsw1_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,1,before,15356.0,1124.0,0.07319614482938265
category_state,2022,D6_ARM_003,empwrklsw1_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,2,before,11098.0,569.0,0.05127049918904307
category_state,2022,D6_ARM_003,empwrklsw1_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,-1,after,997.0,77.0,0.07723169508525576
category_state,2022,D6_ARM_003,empwrklsw1_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,1,after,26454.0,1693.0,0.06399788311786497
feature_summary,2022,D6_ARM_003,hypev_a,Family_I,categorical_merge,3.0,2.0,1.0,0.0005342853923732558,2.830042588049328e-06,-0.0005314553497852065,0.028872633561949846,7.516285642465325e-06,-0.028865117276307382,merged_categories,,,,,
category_state,2022,D6_ARM_003,hypev_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,-1,before,43.0,3.0,0.06976744186046512
category_state,2022,D6_ARM_003,hypev_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,1,before,10081.0,579.0,0.057434778295803984
category_state,2022,D6_ARM_003,hypev_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,2,before,17327.0,1188.0,0.06856351359150459
category_state,2022,D6_ARM_003,hypev_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,-1,after,43.0,3.0,0.06976744186046512
category_state,2022,D6_ARM_003,hypev_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,2,after,27408.0,1767.0,0.06447022767075307
feature_summary,2022,D6_ARM_004,agep_a,Family_I,feature_drop,68.0,1.0,67.0,0.006369568497759822,0.0,-0.006369568497759822,0.01757340411996956,0.0,-0.01757340411996956,dropped_constant_equivalent,,,,,
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,18.0,before,211.0,6.0,0.02843601895734597
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,19.0,before,202.0,11.0,0.054455445544554455
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,20.0,before,208.0,13.0,0.0625
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,21.0,before,224.0,18.0,0.08035714285714286
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,22.0,before,262.0,21.0,0.08015267175572519
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,23.0,before,320.0,35.0,0.109375
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,24.0,before,296.0,25.0,0.08445945945945946
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,25.0,before,337.0,30.0,0.08902077151335312
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,26.0,before,348.0,39.0,0.11206896551724138
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,27.0,before,364.0,27.0,0.07417582417582418
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,28.0,before,356.0,31.0,0.08707865168539326
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,29.0,before,399.0,31.0,0.07769423558897243
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,30.0,before,436.0,31.0,0.07110091743119266
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,31.0,before,447.0,45.0,0.10067114093959731
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,32.0,before,416.0,39.0,0.09375
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,33.0,before,419.0,41.0,0.09785202863961814
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,34.0,before,456.0,45.0,0.09868421052631579
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,35.0,before,415.0,36.0,0.08674698795180723
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,36.0,before,458.0,53.0,0.11572052401746726
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,37.0,before,481.0,43.0,0.0893970893970894
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,38.0,before,416.0,48.0,0.11538461538461539
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,39.0,before,411.0,40.0,0.09732360097323602
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,40.0,before,453.0,30.0,0.06622516556291391
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,41.0,before,421.0,33.0,0.07838479809976247
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,42.0,before,399.0,37.0,0.09273182957393483
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,43.0,before,395.0,38.0,0.09620253164556962
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,44.0,before,401.0,28.0,0.06982543640897755
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,45.0,before,392.0,43.0,0.1096938775510204
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,46.0,before,367.0,27.0,0.07356948228882834
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,47.0,before,397.0,31.0,0.07808564231738035
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,48.0,before,356.0,34.0,0.09550561797752809
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,49.0,before,358.0,46.0,0.12849162011173185
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,50.0,before,355.0,25.0,0.07042253521126761
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,51.0,before,429.0,34.0,0.07925407925407925
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,52.0,before,420.0,28.0,0.06666666666666667
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,53.0,before,389.0,28.0,0.07197943444730077
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,54.0,before,425.0,26.0,0.0611764705882353
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,55.0,before,400.0,36.0,0.09
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,56.0,before,415.0,30.0,0.07228915662650602
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,57.0,before,495.0,40.0,0.08080808080808081
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,58.0,before,493.0,40.0,0.08113590263691683
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,59.0,before,456.0,39.0,0.08552631578947369
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,60.0,before,507.0,34.0,0.0670611439842209
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,61.0,before,510.0,33.0,0.06470588235294118
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,62.0,before,546.0,36.0,0.06593406593406594
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,63.0,before,524.0,33.0,0.06297709923664122
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,64.0,before,554.0,35.0,0.0631768953068592
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,65.0,before,495.0,26.0,0.052525252525252523
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,66.0,before,547.0,17.0,0.031078610603290677
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,67.0,before,555.0,17.0,0.03063063063063063
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,68.0,before,552.0,24.0,0.043478260869565216
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,69.0,before,505.0,16.0,0.031683168316831684
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,70.0,before,485.0,17.0,0.03505154639175258
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,71.0,before,483.0,14.0,0.028985507246376812
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,72.0,before,483.0,9.0,0.018633540372670808
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,73.0,before,438.0,11.0,0.02511415525114155
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,74.0,before,443.0,13.0,0.029345372460496615
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,75.0,before,431.0,6.0,0.013921113689095127
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,76.0,before,302.0,6.0,0.019867549668874173
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,77.0,before,321.0,8.0,0.024922118380062305
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,78.0,before,294.0,4.0,0.013605442176870748
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,79.0,before,299.0,7.0,0.023411371237458192
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,80.0,before,265.0,4.0,0.01509433962264151
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,81.0,before,215.0,4.0,0.018604651162790697
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,82.0,before,231.0,2.0,0.008658008658008658
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,83.0,before,195.0,3.0,0.015384615384615385
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,84.0,before,186.0,2.0,0.010752688172043012
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,85.0,before,987.0,8.0,0.008105369807497468
category_state,2022,D6_ARM_004,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,dropped_constant_equivalent,after,27451.0,1770.0,0.06447852537248187
feature_summary,2022,D6_ARM_004,chlev_a,Family_I,categorical_merge,3.0,2.0,1.0,0.0010723897483651526,6.59119185581064e-05,-0.0010064778298070462,0.01896823404195158,0.0021665803258583273,-0.016801653716093254,merged_categories,,,,,
category_state,2022,D6_ARM_004,chlev_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,-1,before,85.0,4.0,0.047058823529411764
category_state,2022,D6_ARM_004,chlev_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,1,before,8679.0,466.0,0.053692821753658256
category_state,2022,D6_ARM_004,chlev_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,2,before,18687.0,1300.0,0.06956707871782522
category_state,2022,D6_ARM_004,chlev_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,-1,after,85.0,4.0,0.047058823529411764
category_state,2022,D6_ARM_004,chlev_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,2,after,27366.0,1766.0,0.06453263173280713
feature_summary,2022,D6_ARM_004,dibev_a,Family_I,categorical_merge,3.0,2.0,1.0,7.790102731754236e-05,0.0001357171572255512,5.781612990800883e-05,0.027365078870907448,3.977009667013405e-06,-0.027361101861240435,merged_categories,,,,,
category_state,2022,D6_ARM_004,dibev_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,-1,before,26.0,3.0,0.11538461538461539
category_state,2022,D6_ARM_004,dibev_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,1,before,2921.0,181.0,0.06196508045190004
category_state,2022,D6_ARM_004,dibev_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,2,before,24504.0,1586.0,0.06472412667319621
category_state,2022,D6_ARM_004,dibev_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,-1,after,26.0,3.0,0.11538461538461539
category_state,2022,D6_ARM_004,dibev_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,2,after,27425.0,1767.0,0.0644302643573382
feature_summary,2022,D6_ARM_004,empwrkft1_a,Family_I,categorical_merge,4.0,3.0,1.0,0.0015778298815520193,0.0007402131377237483,-0.000837616743828271,0.048014624661830915,0.003944177008012915,-0.044070447653818,merged_categories,,,,,
category_state,2022,D6_ARM_004,empwrkft1_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,-2,before,1018.0,79.0,0.07760314341846758
category_state,2022,D6_ARM_004,empwrkft1_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,-1,before,11098.0,569.0,0.05127049918904307
category_state,2022,D6_ARM_004,empwrkft1_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,1,before,12379.0,888.0,0.071734388884401
category_state,2022,D6_ARM_004,empwrkft1_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,2,before,2956.0,234.0,0.07916102841677942
category_state,2022,D6_ARM_004,empwrkft1_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,-2,after,1018.0,79.0,0.07760314341846758
category_state,2022,D6_ARM_004,empwrkft1_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,1,after,23477.0,1457.0,0.06206074029901606
category_state,2022,D6_ARM_004,empwrkft1_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,2,after,2956.0,234.0,0.07916102841677942
feature_summary,2022,D6_ARM_004,empwrklsw1_a,Family_I,categorical_merge,3.0,2.0,1.0,0.0019243905876080145,0.00024330657241370462,-0.00168108401519431,0.058286150428465716,0.0004034401484630672,-0.05788271028000265,merged_categories,,,,,
category_state,2022,D6_ARM_004,empwrklsw1_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,-1,before,997.0,77.0,0.07723169508525576
category_state,2022,D6_ARM_004,empwrklsw1_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,1,before,15356.0,1124.0,0.07319614482938265
category_state,2022,D6_ARM_004,empwrklsw1_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,2,before,11098.0,569.0,0.05127049918904307
category_state,2022,D6_ARM_004,empwrklsw1_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,-1,after,997.0,77.0,0.07723169508525576
category_state,2022,D6_ARM_004,empwrklsw1_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,1,after,26454.0,1693.0,0.06399788311786497
feature_summary,2022,D6_ARM_004,hypev_a,Family_I,categorical_merge,3.0,2.0,1.0,0.0005342853923732558,2.830042588049328e-06,-0.0005314553497852065,0.028872633561949846,7.516285642465325e-06,-0.028865117276307382,merged_categories,,,,,
category_state,2022,D6_ARM_004,hypev_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,-1,before,43.0,3.0,0.06976744186046512
category_state,2022,D6_ARM_004,hypev_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,1,before,10081.0,579.0,0.057434778295803984
category_state,2022,D6_ARM_004,hypev_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,2,before,17327.0,1188.0,0.06856351359150459
category_state,2022,D6_ARM_004,hypev_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,-1,after,43.0,3.0,0.06976744186046512
category_state,2022,D6_ARM_004,hypev_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,2,after,27408.0,1767.0,0.06447022767075307
feature_summary,2022,D6_ARM_004,phstat_a,Family_I,categorical_merge,6.0,4.0,2.0,0.006989523670844284,0.0008770485807859285,-0.006112475090058356,0.0783621200609227,0.00014731290228674809,-0.07821480715863596,merged_categories,,,,,
category_state,2022,D6_ARM_004,phstat_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,-1,before,5.0,1.0,0.2
category_state,2022,D6_ARM_004,phstat_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,1,before,5620.0,209.0,0.03718861209964413
category_state,2022,D6_ARM_004,phstat_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,2,before,9410.0,463.0,0.04920297555791711
category_state,2022,D6_ARM_004,phstat_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,3,before,8214.0,579.0,0.07048940832724616
category_state,2022,D6_ARM_004,phstat_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,4,before,3186.0,392.0,0.12303829252981795
category_state,2022,D6_ARM_004,phstat_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,5,before,1016.0,126.0,0.12401574803149606
category_state,2022,D6_ARM_004,phstat_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,-1,after,5.0,1.0,0.2
category_state,2022,D6_ARM_004,phstat_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,1,after,6636.0,335.0,0.05048221820373719
category_state,2022,D6_ARM_004,phstat_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,2,after,12596.0,855.0,0.06787869164814227
category_state,2022,D6_ARM_004,phstat_a,Family_I,categorical_merge,,,,,,,,,,merged_categories,3,after,8214.0,579.0,0.07048940832724616
feature_summary,2023,D6_ARM_001,agep_a,Family_I,feature_drop,68.0,1.0,67.0,0.006634239654367046,0.0,-0.006634239654367046,0.0012613359784644932,0.0,-0.0012613359784644932,dropped_constant_equivalent,,,,,
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,18.0,before,222.0,5.0,0.02252252252252252
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,19.0,before,206.0,9.0,0.043689320388349516
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,20.0,before,209.0,19.0,0.09090909090909091
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,21.0,before,254.0,18.0,0.07086614173228346
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,22.0,before,277.0,21.0,0.07581227436823104
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,23.0,before,336.0,38.0,0.1130952380952381
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,24.0,before,344.0,32.0,0.09302325581395349
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,25.0,before,357.0,31.0,0.08683473389355742
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,26.0,before,386.0,38.0,0.09844559585492228
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,27.0,before,379.0,37.0,0.09762532981530343
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,28.0,before,386.0,38.0,0.09844559585492228
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,29.0,before,408.0,50.0,0.12254901960784313
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,30.0,before,448.0,44.0,0.09821428571428571
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,31.0,before,450.0,43.0,0.09555555555555556
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,32.0,before,499.0,54.0,0.10821643286573146
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,33.0,before,443.0,38.0,0.08577878103837472
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,34.0,before,468.0,49.0,0.1047008547008547
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,35.0,before,465.0,48.0,0.1032258064516129
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,36.0,before,501.0,48.0,0.09580838323353294
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,37.0,before,430.0,35.0,0.08139534883720931
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,38.0,before,456.0,39.0,0.08552631578947369
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,39.0,before,465.0,27.0,0.05806451612903226
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,40.0,before,470.0,44.0,0.09361702127659574
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,41.0,before,452.0,36.0,0.07964601769911504
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,42.0,before,385.0,27.0,0.07012987012987013
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,43.0,before,433.0,38.0,0.08775981524249422
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,44.0,before,440.0,35.0,0.07954545454545454
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,45.0,before,398.0,34.0,0.08542713567839195
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,46.0,before,401.0,40.0,0.09975062344139651
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,47.0,before,363.0,35.0,0.09641873278236915
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,48.0,before,375.0,37.0,0.09866666666666667
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,49.0,before,390.0,25.0,0.0641025641025641
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,50.0,before,381.0,32.0,0.08398950131233596
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,51.0,before,426.0,44.0,0.10328638497652583
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,52.0,before,418.0,43.0,0.10287081339712918
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,53.0,before,456.0,45.0,0.09868421052631579
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,54.0,before,494.0,27.0,0.05465587044534413
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,55.0,before,483.0,43.0,0.08902691511387163
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,56.0,before,428.0,41.0,0.09579439252336448
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,57.0,before,434.0,39.0,0.08986175115207373
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,58.0,before,491.0,34.0,0.06924643584521385
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,59.0,before,496.0,37.0,0.07459677419354839
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,60.0,before,519.0,41.0,0.0789980732177264
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,61.0,before,520.0,27.0,0.051923076923076926
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,62.0,before,551.0,37.0,0.06715063520871144
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,63.0,before,553.0,38.0,0.06871609403254973
category_state,2023,D6_ARM_001,agep_a,Family_I,feature_drop,,,,,,,,,,dropped_constant_equivalent,64.0,before,526.0,35.0,0.06653992395437262
