year,arm_id,model,auroc,auprc,ks_statistic,ks_pvalue,overall_n,overall_mean,overall_std,overall_median,overall_iqr,overall_p01,overall_p05,overall_p10,overall_p25,overall_p50,overall_p75,overall_p90,overall_p95,overall_p99,overall_fraction_ge_0_5,y0_n,y0_mean,y0_std,y0_median,y0_iqr,y0_p01,y0_p05,y0_p10,y0_p25,y0_p50,y0_p75,y0_p90,y0_p95,y0_p99,y0_fraction_ge_0_5,y1_n,y1_mean,y1_std,y1_median,y1_iqr,y1_p01,y1_p05,y1_p10,y1_p25,y1_p50,y1_p75,y1_p90,y1_p95,y1_p99,y1_fraction_ge_0_5
2023,D6_ARM_002,baseline,0.7791136828055484,0.20077642832585907,0.425247788995271,1.5984660581266395e-296,29283,0.06478168913877222,0.07224815609872168,0.04166887590498986,0.049793508025080195,0.008032736751020998,0.01232334351296229,0.015938102988518967,0.02478023785271031,0.04166887590498986,0.0745737458777905,0.13700429786321663,0.19778619803202352,0.37141324017133964,0.003722296212819725,27352,0.05976765945443462,0.06553448511420079,0.03973901985804998,0.0450941561593323,0.007942155056747151,0.012027461612170125,0.015525945998999795,0.02393546683835133,0.03973901985804998,0.06902962299768363,0.12424812684063422,0.17557383424308085,0.3270288383072128,0.0028517110266159697,1931,0.13580382270997995,0.1137034699805059,0.09950377022658076,0.11896268476085065,0.016792258793289428,0.026536193785066983,0.03550892818104513,0.05702239896775413,0.09950377022658076,0.17598508372860477,0.2877317067779199,0.378884948899122,0.5418414833123641,0.01605385810460901
2023,D6_ARM_002,fairbias,0.7618132590305886,0.17916408214505203,0.39261436796747207,4.362286651115796e-251,29283,0.06498935213348019,0.06039987197512584,0.04790138580801987,0.05308380369147671,0.0013094880886250497,0.004650991093018459,0.012524715020358153,0.02840278789340307,0.04790138580801987,0.08148659158487978,0.13480793634973978,0.18299198036861092,0.30341979006877506,0.0007854386504115015,27352,0.06110224570173158,0.0560618907536846,0.045868222626555294,0.0486014972481755,0.00126997376346631,0.004282219561273566,0.01152199760444469,0.02772956537071963,0.045868222626555294,0.07633106261889513,0.12496173035483406,0.16975113941721526,0.28470541927092524,0.0005118455688797894,1931,0.12004897674310622,0.08696170438707103,0.09555514756671189,0.09420197888876873,0.01050818892256992,0.030740570260646062,0.04128743332304886,0.05994621939551066,0.09555514756671189,0.1541481982842794,0.2295330845356966,0.29634027038212657,0.43547387977956875,0.004660797514241326
2023,D6_ARM_003,baseline,0.7789055681211667,0.20069572937732338,0.4243286931361128,3.4879421419829873e-295,29282,0.06480505113105346,0.07233589408193758,0.04168359271657514,0.04979013112580411,0.007994277517004452,0.012237903457234231,0.0159066186731879,0.02475801504959895,0.04168359271657514,0.07454814617540306,0.13726190852096673,0.1983118519507896,0.3706151260907396,0.003756574004507889,27351,0.05978747944134552,0.06561426590535291,0.03976598581353631,0.04502408581602635,0.0078942184838902,0.011988493586483538,0.015499281619801838,0.023953163422999635,0.03976598581353631,0.06897724923902598,0.12439797020066645,0.17620308634562942,0.32839130732183397,0.0028883770246060474,1931,0.13587475764850657,0.11386365176166116,0.09975829561594457,0.11893249550283141,0.017009297466809396,0.026421387554082947,0.035838348278468365,0.05691998301731454,0.09975829561594457,0.17585247852014596,0.2892624069147525,0.3796960663652142,0.5423815290250319,0.01605385810460901
2023,D6_ARM_003,fairbias,0.768286949821869,0.19083870471607547,0.40730135754988744,5.269570290437197e-271,29282,0.0646318194731979,0.06834541724273617,0.042692367394778066,0.04752615807072963,0.011710425565521406,0.015479022279430047,0.018832619373295983,0.02690964523298875,0.042692367394778066,0.07443580330371838,0.13354334428870263,0.18834117244130688,0.34855237287073537,0.003141861894679325,27351,0.06018559329319582,0.06272426316650667,0.041003597910663325,0.042871287250830295,0.011602016233411755,0.015279854195905954,0.018428183180644448,0.02617989402681924,0.041003597910663325,0.06905118127764953,0.12154093617724117,0.16945012794223957,0.3092353672927297,0.0026324448831852583,1931,0.12760889469289588,0.10423938354749346,0.0942740385513555,0.10894714992252572,0.01873181213708438,0.027078738454617064,0.0355097384012441,0.054439620386198685,0.0942740385513555,0.1633867703087244,0.2656700879261273,0.35122867607468145,0.5031263526254569,0.010357327809425169
2023,D6_ARM_004,baseline,0.7625650951766704,0.18843906165955077,0.39735166183875686,2.0366388094475986e-257,29282,0.0646609921362636,0.06794207064950938,0.04407547218279441,0.04990773871446326,0.009138408205909696,0.013839932542891679,0.017460393202465677,0.026439951145175306,0.04407547218279441,0.07634768985963857,0.1317419050734292,0.18460259046219452,0.3443769852229262,0.003244313912984086,27351,0.060306651657240966,0.062484147900016086,0.04212686274070529,0.04586604566751995,0.008984968843921616,0.013639818777336792,0.017025905479581525,0.025656444617192773,0.04212686274070529,0.07152249028471272,0.11956771457148502,0.16610684763656314,0.308530869588282,0.0027786918211399948,1931,0.12633658325058159,0.10311001460011678,0.09533170957135932,0.10606369988308184,0.016926093102014445,0.027064265837173918,0.03466220275887114,0.05441687975953233,0.09533170957135932,0.16048057964261417,0.26450786384370495,0.33665711077474403,0.49783326832454733,0.00983946141895391
2023,D6_ARM_004,fairbias,0.7105834823020472,0.16095078945686564,0.304222410767925,1.167510510446166e-148,29282,0.06475544791819228,0.05777837967175879,0.048096570329367955,0.03921467227739117,0.022372927312148187,0.025849055917036675,0.028129766354237768,0.03377781195917215,0.048096570329367955,0.07299248423656332,0.11254476966372921,0.16387877510672905,0.30690864786905464,0.0022880950754729868,27351,0.061794754623680254,0.05418624671762239,0.046974804749325284,0.03711824343720712,0.022160025454825885,0.02580090767067655,0.02795428685877141,0.03323043110397202,0.046974804749325284,0.07034867454117914,0.10320314228414049,0.14431696072053357,0.283899982675238,0.0023399510072757853,1931,0.1066911922466223,0.08459186663444476,0.07491339387076688,0.08490960414890775,0.025502990634481814,0.03073574598268439,0.03635230606844514,0.049412227075193715,0.07491339387076688,0.13432183122410146,0.23487395083632484,0.2926259617572723,0.3784402720119423,0.0015535991714137752
2024,D6_ARM_001,baseline,0.7516813909908746,0.21530154489634734,0.3666162279168702,6.593620890955388e-285,32350,0.06582709307143027,0.07424177301389452,0.04198702275098458,0.05078693958007772,0.007971708758597113,0.01209365416987713,0.015591693124609635,0.02485355160900387,0.04198702275098458,0.07564049118908159,0.14085954966420702,0.20834126441916428,0.38010102151745695,0.00401854714064915,29787,0.06019836602709908,0.06606127375409879,0.039793050556556304,0.04561404752136162,0.007889232110242417,0.011808423006694949,0.015103640822735865,0.02398302719425561,0.039793050556556304,0.06959707471561723,0.12399289964511202,0.18310657653298976,0.3334638083310118,0.002786450464967939,2563,0.13124375029713944,0.11919916278809801,0.08921998941338379,0.12188717176624426,0.014180328291078896,0.0245584050113677,0.03235426414967529,0.050058798318807565,0.08921998941338379,0.17194597008505183,0.2935368469962052,0.3784688936808605,0.5793829186484967,0.01833788529067499
2024,D6_ARM_001,fairbias,0.663616305761805,0.1408667675847245,0.24507407457036523,2.658694550140813e-125,32350,0.06591777033377931,0.04755779885484694,0.05146115902057299,0.046899136733717796,0.015563686050008671,0.021527845984517485,0.025722593892210273,0.03448890783274427,0.05146115902057299,0.08138804456646206,0.12411275157364889,0.15882147956067308,0.24835725516203289,6.182380216383307e-05,29787,0.06375800898002763,0.045520120561889796,0.049916056461520926,0.04477725245853851,0.01542519264846255,0.021269322644027786,0.025221502337684682,0.03365766825657698,0.049916056461520926,0.07843492071511549,0.11956697360411789,0.15227064317789035,0.23707321013309515,6.714338469802263e-05,2563,0.09101836005059605,0.06150726259733183,0.07503915301615921,0.0665457274356195,0.02051636565052691,0.028574941041289034,0.034002265638222715,0.04776312996766553,0.07503915301615921,0.11430885740328503,0.1669203283556583,0.21514917553214638,0.3168825766695232,0.0
2024,D6_ARM_002,baseline,0.7513692505002743,0.21480999255828503,0.3657331332359064,1.2995231405698972e-283,32355,0.06584314734626671,0.07404584656397474,0.0420093377425122,0.0507137551147735,0.008094192258937786,0.012196534652806113,0.01573038575373122,0.024973206515545847,0.0420093377425122,0.07568696163031935,0.14078420477807846,0.20736521059318672,0.379029121764896,0.00392520475969711,29791,0.060241424633562864,0.06591910316530293,0.0398539744333347,0.04555936743746563,0.007998124555561993,0.011912670565974615,0.015216505382978897,0.024112988562301353,0.0398539744333347,0.06967235599976698,0.12374605010909316,0.18295958180884653,0.3332851448065423,0.0027189419623376188,2564,0.13092931011310002,0.11875659280185084,0.0892879981016838,0.12069364066671175,0.014360245363607598,0.024637837045821998,0.03256705883636279,0.050195091825825947,0.0892879981016838,0.1708887324925377,0.29325691110193225,0.37632437575400124,0.5754626374595192,0.01794071762870515
2024,D6_ARM_002,fairbias,0.732767917846384,0.18007305052849834,0.3458002607976495,1.0681916509454885e-252,32355,0.0655201995559908,0.06246101578407189,0.04806166780537227,0.0539989384619071,0.0013443131359085507,0.004583367486591402,0.011817207115937697,0.028080125734293616,0.04806166780537227,0.08207906419620072,0.13633708330679545,0.18285060868064876,0.31146314785181767,0.001329006335960439,29791,0.061519233771393296,0.05829722259268086,0.045826184179154204,0.049537761309042014,0.0012933830222232813,0.004211528392934018,0.010649477532022748,0.027330503278132093,0.045826184179154204,0.0768682645871741,0.12623903897957,0.16991793343993533,0.29352085342211615,0.0008727468027256554,2564,0.1120072399962966,0.08601850917732842,0.08728922040226364,0.08875316336153083,0.01126400050957704,0.028070883633967158,0.03648207919753604,0.05408115758603837,0.08728922040226364,0.1428343209475692,0.21991783114550964,0.2755606342674484,0.42567455363660417,0.006630265210608425
2024,D6_ARM_003,baseline,0.7512725309249968,0.21433313492402795,0.3656911913564879,1.9988487083395828e-283,32354,0.06583311966705845,0.07409209858372051,0.04202803126805962,0.05062538367020154,0.008054980590386037,0.012144773203304196,0.015670645397767604,0.02495455468369073,0.04202803126805962,0.07557993835389228,0.14081761845867063,0.2076320199955028,0.3797173313839338,0.004048958397725165,29791,0.06024211466704989,0.06600376735720817,0.03982469363200812,0.04554410826782077,0.007948908887411545,0.011843181951891827,0.015200312464970438,0.024099951204824437,0.03982469363200812,0.06964405947264521,0.1238789771723951,0.18270796883324736,0.3332991900685852,0.0028196435164982714,2563,0.1308200997510439,0.11865538295264004,0.08916274662877406,0.12113656587775433,0.014470232810183356,0.024624973503998535,0.03223636712844534,0.049924176056993966,0.08916274662877406,0.1710607419347483,0.2949680527111238,0.3776181325077634,0.5787337171059661,0.01833788529067499
2024,D6_ARM_003,fairbias,0.7343827887279166,0.2027401500568511,0.3427175508166643,5.5014722348470555e-248,32354,0.06537780154796886,0.06942094163976227,0.04303724077621723,0.04785150979018152,0.011715954505782484,0.015582165466281623,0.018895299957412102,0.027016349659160874,0.04303724077621723,0.07486785944934239,0.1339014051259836,0.19392089402067555,0.3553865334934234,0.003214440254682574,29791,0.06049451257522587,0.06225294190040649,0.04107455504992152,0.043544068619172385,0.011594061298936904,0.01530929379145787,0.018489757455390998,0.026207916356772536,0.04107455504992152,0.06975198497594493,0.12041673678886507,0.17337247161466157,0.31200356946172564,0.0023832701151354435,2563,0.12213865281093665,0.1108846980524872,0.08327885331685972,0.10909443675084723,0.01628836791657944,0.025106100874845928,0.03216961928276691,0.04852848722605063,0.08327885331685972,0.15762292397689787,0.2744126055233004,0.35436551327748744,0.533359925611943,0.012875536480686695
2024,D6_ARM_004,baseline,0.7352557123378971,0.1989613824119812,0.35018059813318,3.253000010413752e-259,32354,0.06485001674884423,0.06824241986414384,0.043710514627246316,0.04885069272858365,0.009048288610457393,0.013678503992608506,0.017285614438558496,0.02670013591191686,0.043710514627246316,0.07555082864050051,0.13256424236190328,0.18831731272387234,0.35362306383155,0.0027199109847314087,29791,0.06013085943861451,0.06189300993052656,0.04169135772552985,0.04470898308082998,0.008939845209280822,0.013419649487115676,0.016778172658662008,0.025777127193890227,0.04169135772552985,0.07048611027472021,0.11999278882445209,0.1688446661365807,0.32203535245199505,0.0021818670068141383,2563,0.11970308558577514,0.1048692986017586,0.08243380182707825,0.10370216233524959,0.015137415860141262,0.025573066418891705,0.03232155566553823,0.04946399151677471,0.08243380182707825,0.1531661538520243,0.2647102935450938,0.3433664125158526,0.4852652248865672,0.008973858759266484
2024,D6_ARM_004,fairbias,0.6669734185222992,0.1592473309854776,0.23402208228313648,3.7270304567581274e-114,32354,0.06438509074372448,0.056432356833796445,0.0479686778610352,0.03909962360460175,0.02238569276402745,0.025849055917036675,0.028009366252778486,0.033653563681845224,0.0479686778610352,0.07275318728644697,0.11203583130279349,0.16554385128465762,0.2987862765198408,0.0020708413179205045,29791,0.06156437708316915,0.052684698863349914,0.046871766449279414,0.036974915496097306,0.02238569276402745,0.025673155270025644,0.027807333144463424,0.03323043110397202,0.046871766449279414,0.07020534660006933,0.10311280256433557,0.14729334182451498,0.27997515381400945,0.001946896713772616,2563,0.09717162241036671,0.08229755999201849,0.06566150213247952,0.0756326566204988,0.02455260629554543,0.029219042509346517,0.032778005811299124,0.04489511911916266,0.06566150213247952,0.12052777573966146,0.21292256188665193,0.2690840663691941,0.36398696431608196,0.00351150994927819
